164 197 1 1
164 197 0.727948 7.29323e-05
164 197 0.472656 0.000247108
164 197 0.250161 0.000519065
164 197 0.0767432 0.000910573
164 189 1 1
164 189 0.824728 9.49887e-05
164 189 0.651377 0.000290073
164 189 0.485617 0.000588247
164 189 0.332025 0.00102662
164 189 0.196208 0.00165537
164 189 0.0858817 0.00246763
164 189 0.01207 0.00350338
164 168 1 1
164 168 0.898407 0.00011897
164 168 0.792854 0.000331076
164 168 0.685757 0.000631604
164 168 0.579247 0.00105635
164 168 0.474951 0.00166008
164 168 0.374305 0.00252104
164 168 0.278768 0.00374838
164 168 0.190187 0.0054527
164 168 0.110979 0.00779712
164 168 0.0443492 0.0109853
164 168 0.00249907 0.0150779
164 184 1 1
164 184 0.840979 0.00012292
164 184 0.683007 0.000360182
164 184 0.53189 0.000691916
164 184 0.389991 0.00113878
164 184 0.261274 0.00173055
164 184 0.149396 0.00252078
164 184 0.0598172 0.00357596
164 184 0.00204177 0.00495402
84 117 1 1
84 117 0.840763 8.38106e-05
84 117 0.680517 0.000271851
84 117 0.524822 0.00055489
84 117 0.378211 0.000966759
84 117 0.245707 0.00155184
84 117 0.133351 0.00236511
84 117 0.048943 0.003462
84 117 0.00258152 0.00483079
84 182 1 1
84 182 0.888587 6.26746e-05
84 182 0.772248 0.000187451
84 182 0.654261 0.000371401
84 182 0.536763 0.0006433
84 182 0.421897 0.00104598
84 182 0.312104 0.00162951
84 182 0.210384 0.00245888
84 182 0.120196 0.00361558
84 182 0.0466466 0.00513086
84 182 0.00118594 0.00698132
84 184 1 1
84 184 0.421055 0.000176969
84 184 0.0639869 0.000518242
84 164 1 1
84 164 0.426903 0.00012974
84 164 0.0318218 0.000367203
84 99 1 1
84 99 0.87154 0.000104107
84 99 0.738452 0.000321648
84 99 0.604873 0.000634504
84 99 0.474023 0.00108006
84 99 0.349226 0.00171572
84 99 0.234539 0.00253088
84 99 0.134172 0.00359959
84 99 0.0526057 0.00503864
84 99 0.00231624 0.0065871
84 92 1 1
84 92 0.839181 5.74938e-05
84 92 0.677525 0.000211696
84 92 0.520536 0.000466478
84 92 0.37256 0.000856395
84 92 0.238213 0.00142981
84 92 0.12224 0.00223607
84 92 0.0364917 0.0032558
84 92 7.14642e-05 0.00444769
84 131 1 1
84 131 0.920439 7.66467e-05
84 131 0.835408 0.000218706
84 131 0.746645 0.000419377
84 131 0.655036 0.000709058
84 131 0.561533 0.00111192
84 131 0.46733 0.00165478
84 131 0.373857 0.00238088
84 131 0.282868 0.00335428
84 131 0.197191 0.00464804
84 131 0.11971 0.00635424
84 131 0.0533956 0.00855941
84 131 0.00832474 0.0111525
61 147 1 1
61 147 0.913034 5.16034e-05
61 147 0.821032 0.000161934
61 147 0.725992 0.000329738
61 147 0.62912 0.000579763
61 147 0.53171 0.00093767
61 147 0.435298 0.00144249
61 147 0.341736 0.0021577
61 147 0.253227 0.00316046
61 147 0.172297 0.00455297
61 147 0.101861 0.00647564
61 147 0.0451774 0.00912585
61 147 0.00733272 0.0126059
61 121 1 1
61 121 0.941364 7.73343e-05
61 121 0.877689 0.000210906
61 121 0.810493 0.000380978
61 121 0.740416 0.000604487
61 121 0.667883 0.000908729
61 121 0.593334 0.00133025
61 121 0.517329 0.00192742
61 121 0.440582 0.00277854
61 121 0.364032 0.00399256
61 121 0.288903 0.00571703
61 121 0.216769 0.00814429
61 121 0.149586 0.011517
61 121 0.089133 0.0160444
61 121 0.0373422 0.021484
61 121 0.00523143 0.0277751
61 112 1 1
61 112 0.87891 8.15457e-05
61 112 0.753145 0.000255157
61 112 0.626645 0.000510417
61 112 0.502393 0.000868898
61 112 0.383274 0.00136003
61 112 0.271742 0.0020216
61 112 0.17093 0.00290534
61 112 0.0850891 0.00406769
61 112 0.0198302 0.00559233
61 117 1 1
61 117 0.927001 8.28652e-05
61 117 0.848716 0.000221178
61 117 0.766853 0.000395401
61 117 0.682253 0.000624605
61 117 0.595651 0.000940256
61 117 0.507915 0.00138452
61 117 0.420157 0.00201395
61 117 0.333754 0.00289855
61 117 0.250705 0.00396247
61 117 0.173599 0.00530132
61 117 0.105392 0.00708883
61 117 0.0497739 0.00946856
61 117 0.0114509 0.0125777
61 99 1 1
61 99 0.82271 0.000129476
61 99 0.646579 0.000382599
61 99 0.47839 0.00074339
61 99 0.323646 0.00123964
61 99 0.188608 0.00191127
61 99 0.0812898 0.00279861
61 99 0.0132389 0.00390568
61 92 1 1
61 92 0.918275 5.77546e-05
61 92 0.831252 0.000173256
61 92 0.740707 0.00033985
61 92 0.647561 0.000584179
61 92 0.552727 0.000945305
61 92 0.457364 0.00147552
61 92 0.363016 0.00224448
61 92 0.271761 0.00334604
61 92 0.186322 0.00489272
61 92 0.110409 0.00690623
61 92 0.0489706 0.00943078
61 92 0.00805174 0.0121886
61 72 1 1
61 72 0.593815 0.000100772
61 72 0.262943 0.000294407
61 72 0.0434861 0.000544819
61 182 1 1
61 182 0.850958 5.09783e-05
61 182 0.700249 0.000183947
61 182 0.552692 0.000400264
61 182 0.411976 0.00073702
61 182 0.281775 0.00122727
61 182 0.167383 0.00192817
61 182 0.0741207 0.00292136
61 182 0.011001 0.00416753
61 84 1 1
61 84 0.920962 7.59302e-05
61 84 0.836701 0.000197843
61 84 0.748948 0.000358046
61 84 0.658645 0.000582309
61 84 0.566704 0.00091008
61 84 0.474222 0.00139668
61 84 0.382564 0.00211939
61 84 0.293291 0.00309981
61 84 0.209067 0.00434502
61 84 0.132868 0.0059909
61 84 0.0685942 0.00814696
61 84 0.0212389 0.0109764
61 94 1 1
61 94 0.876251 4.56041e-05
61 94 0.748346 0.000164322
61 94 0.619834 0.000340358
61 94 0.493329 0.000587237
61 94 0.371736 0.000918785
61 94 0.258256 0.00136362
61 94 0.156528 0.00195283
61 94 0.0704645 0.00271975
61 94 0.0123102 0.00362482
61 134 1 1
61 134 0.689619 0.00014116
61 134 0.409012 0.000410084
61 134 0.177579 0.000767844
61 134 0.0242152 0.00120508
147 159 1 1
147 159 0.927786 5.94573e-05
147 159 0.85088 0.000170859
147 159 0.770996 0.000334878
147 159 0.689094 0.000574527
147 159 0.606082 0.000922763
147 159 0.522986 0.00142437
147 159 0.440974 0.00214003
147 159 0.3613 0.00314996
147 159 0.285183 0.00455608
147 159 0.213725 0.00652251
147 159 0.147753 0.00925568
147 159 0.0875998 0.0129624
147 159 0.0350827 0.0176779
147 159 0.00157248 0.022253
147 175 1 1
147 175 0.943039 6.93562e-05
147 175 0.880863 0.000194088
147 175 0.814893 0.000342579
147 175 0.745699 0.00052182
147 175 0.673726 0.000749171
