2.47909 2.29396 -2.4692
-2.79185 -1.46725 -0.459819
-0.62996 0.948977 1.91109
1.64479 -1.11879 0.28638
-0.580436 -0.903173 0.943549
2.84622 -0.482855 -0.676861
2.36391 1.55922 1.10873
1.83007 -2.25968 0.306935
2.21668 1.93918 2.39438
-1.89739 -2.16882 1.02101
0.28424 0.952314 -0.0725804
-1.71716 -1.32846 -2.20164
2.06115 -0.548024 -2.234
0.754264 0.790874 -1.30769
-0.237761 -1.64695 -2.84003
0.243655 -2.48809 2.78878
-1.81853 0.0687186 -2.45446
2.50214 2.28802 -1.46487
0.125289 -0.150894 0.773807
2.27292 -1.99046 -1.28679
0.418961 2.59711 -0.188919
0.71744 1.48467 2.87924
-2.09123 1.71807 2.59517
-2.79422 0.313413 -0.292299
2.495 -0.503001 0.451932
0.551035 -0.760818 0.278412
0.71425 -1.94138 1.6031
0.296362 -0.0392303 1.91403
-1.19287 1.87664 2.35657
2.84982 0.147874 -2.83562
1.68357 -2.75269 -0.971205
-2.94909 -0.507311 1.4822
1.45779 -1.31871 1.59861
-2.28405 0.472882 2.76685
1.91277 -0.339201 1.73485
-0.388076 -1.08117 2.11101
0.420649 -2.97012 0.719418
1.36678 -1.78943 -0.575837
-1.34505 -0.511892 -1.62653
-2.2148 0.128654 -1.49105
-1.05921 -1.73085 0.132874
-2.19874 -1.3596 -1.32192
2.60265 -1.05268 -1.52355
-1.63277 0.468312 -0.621212
-0.945503 1.1545 -0.531589
1.20675 0.323731 -0.521002
1.63522 -0.347436 -1.16396
-0.792418 -2.54504 2.51056
-2.83216 1.39737 0.0619054
-2.7551 0.776285 -2.24351
-1.23054 -1.11144 -0.75889
-2.32865 -2.02681 -2.96792
2.92127 -1.02385 -2.90831
1.22619 -1.06353 -1.56972
2.71842 2.52048 1.48131
0.665338 -2.97206 1.91277
1.89551 -0.110445 0.0159468
-1.95191 -1.66491 0.0353114
-2.11085 2.50373 0.202692
-2.36456 1.90942 -1.25176
2.86356 -2.70497 -1.7035
-0.486046 -2.34285 -2.11868
2.10721 0.711299 2.25244
0.406708 -1.00036 1.46903
-0.0271719 1.04034 -2.15597
1.33531 -0.529167 1.20202
1.04102 -0.42528 2.41795
-1.87075 2.90953 2.60675
-1.21356 -1.66837 2.77992
-0.194161 1.80136 -0.397956
0.70158 2.66927 -1.33352
2.91879 1.29015 -2.93863
-0.474804 2.5828 -1.11845
-0.678268 -2.49846 0.833224
1.9213 0.527793 -1.87125
-1.15831 2.01352 -1.2754
-2.69354 2.76373 -0.593363
-0.496377 0.0557276 -2.03176
2.63462 -2.04637 -2.94242
-1.53977 -1.14225 1.94017
-1.54899 1.66299 0.497468
-0.982379 0.657275 -2.86214
2.62547 -2.35994 -0.318522
0.710086 2.07536 1.87888
-1.39382 -2.29756 -2.68952
-2.02347 -0.603387 -0.679154
1.52298 2.09537 -2.92081
-2.83535 2.53698 2.45614
2.87972 -1.72673 0.442135
-0.911051 -0.653943 -2.57994
-0.0882389 -1.74036 0.74208
-1.5845 -0.89001 0.859996
-1.00405 2.90647 -1.71156
-2.37489 2.84081 1.38935
0.0489393 -2.64294 -1.23394
0.408801 1.99493 -2.27929
-2.4079 -2.46695 0.279763
2.91486 -2.55796 2.32628
1.44769 1.40458 1.99649
-1.44406 -2.04362 -1.19427
2.21683 -2.3038 1.5081
-1.95351 -0.310727 1.92569
-0.638661 1.92724 1.62415
-1.96781 0.75451 0.297485
-1.42068 -0.402736 0.106021
-1.44226 2.75353 0.901416
1.14523 2.91525 -2.25347
0.70744 -1.44382 2.53316
1.85009 -1.51098 -2.17892
0.841704 -1.74617 0.48509
2.22682 -2.98235 2.942
2.68316 1.78721 -0.649893
-0.687237 -2.10479 -0.854687
-2.78063 1.04812 -1.08866
0.973945 -1.03281 -2.691
1.62493 1.35347 -0.973041
1.11255 0.602102 2.66542
-0.776526 -1.41642 -1.92799
0.968795 1.49179 -0.0849361
0.900442 -2.59907 -0.220301
-2.49981 -1.25269 1.11688
-0.0097191 2.69025 -2.12072
2.66065 0.471387 1.46488
-0.435605 2.5002 0.522886
0.507394 1.68453 -1.20649
1.45385 2.18909 -0.709258
0.260895 1.86939 0.857417
-0.753477 0.0733723 -0.945695
-1.51629 0.665183 2.10786
-1.96632 1.52671 -0.441572
0.968166 -0.824794 -0.682329
-2.15859 -2.37118 -1.92998
0.289606 1.26593 1.99412
-1.83779 1.16792 -1.59425
0.27621 -1.61654 -1.44806
-2.06209 0.0181664 0.973162
-0.671643 -0.19328 1.70835
-2.55001 -0.589064 0.293216
1.61322 2.08953 -1.80178
1.89148 1.07079 -2.78451
1.1133 0.46378 1.61509
0.109794 0.0819077 -0.507529
2.2934 2.74182 -0.428922
2.36456 -2.85766 0.707619
0.827906 2.79882 2.86586
1.65786 2.22058 1.28399
-2.62347 1.61734 1.05717
0.523013 -2.155 -2.32188
1.21457 2.66083 0.341495
1.36483 -2.65613 1.01554
2.03587 0.940354 0.0467817
2.40163 1.45801 -1.91544
-2.98271 0.5072 0.509353
-0.105952 2.42136 2.48347
1.81647 0.565355 0.917844
-1.32746 2.88824 1.77677
-0.392379 1.67846 2.86684
2.0521 -2.63305 -2.00052
2.1237 -1.09316 -0.47195
1.14647 -2.23625 -1.51602
2.95716 2.44201 0.446112
-1.13514 2.30588 -0.243638
-0.801304 1.86478 -2.18745
2.00178 1.85873 0.379104
-2.52569 2.96255 -2.76757
2.30045 0.656103 -0.861694
0.260194 -1.56525 -0.278207
-1.06787 -1.85988 1.59593
-2.36738 2.74086 -1.74902
-0.197647 -2.03624 1.97641
-0.219378 -0.856107 -1.08586
-2.77136 -2.21663 1.38082
-2.3579 0.814334 1.70898
-2.50658 -0.639224 -2.04893
-1.46472 1.13179 1.18608
1.36436 -2.12359 -2.9179
2.33886 -1.26784 1.12966
2.76677 0.0650549 -1.59073
-1.6615 1.29906 -2.69329
-0.189464 2.75292 1.53295
-0.771169 0.444322 0.0852969
0.232572 -0.940884 -2.12503
-0.878365 2.64459 -2.81734
-0.203151 0.455959 2.81395
-1.61908 2.24437 -2.45693
-2.987 1.40759 1.96778
-1.13286 -0.234742 2.58932
2.98447 -0.101244 2.36005
1.06944 1.46383 0.881533
-2.58597 1.86641 -2.40007
-0.982054 0.141769 0.903187
-0.210041 1.1812 -1.28798
-0.515864 1.36783 0.714978
-1.61168 2.90477 -0.805366
-1.10655 0.754422 -1.69614
-0.0198641 -0.493369 2.82219
1.89817 -0.0498331 2.8067
-2.97745 -1.73427 -2.03852
-0.367645 -0.773207 -0.0824712
1.60226 -2.27954 2.27828
1.16207 1.2133 -2.19054
0.0842538 0.780798 1.07595
-0.197098 -2.47182 -0.0421427
0.429334 0.223506 -2.49792
-2.41663 -2.39579 -0.838314
1.85499 -1.17439 2.68989
0.393034 -0.106777 -1.40288
